tanggal,sentimen
2024-12-25, Lowongan Kerja PT Indofood CBP Sukses Makmur Tbk Noodle Division (Info Terbaru 23 Desember 2024) Pendidikan minimal:D3/S1 * Cek informasi lebih lanjut melalui link di bawah ini: https://t.co/Oq2jLwzNsP Jika bermanfaat bantu share ya kak! https://t.co/MsJmduvF3d
2024-12-25,Selamat merayakan hari Natal! Semoga hangatnya kebersamaan kebahagiaan dan kedamaian selalu menyertai kita semua. Mari rayakan Hari Natal dengan penuh sukacita. https://t.co/Ihoeg60hOR
2024-12-25,Selamat merayakan hari Natal! Semoga hangatnya kebersamaan kebahagiaan dan kedamaian selalu menyertai kita semua. Mari rayakan Hari Natal dengan penuh sukacita. https://t.co/i3FppX6kX6
2024-12-25,@indofood @indofood_cbp niat ngasih promoan gak sih? masa udh order gak diproses sampe kebatal sistem scam banget. penipuan ini namanya masa sekelas indofood bikin gimmick promo kayak gini? dan gak profesional bgt kejadiannya di hari libur jadi gak bisa komplain telp ke cs!! https://t.co/Jf2dl49W0w
2024-12-25,@archvacc Adehhh libur panjang. Indofood mah mana paten :( Tanggal 25 geh masuk :((
2024-12-26,@sonswsw @lucaxyzz @oianas_ Indomaret beli harga 1100 dari Indofood (sudah include PPN Rp 100). Dijual dengan harga dasar 1300 ke konsumen. Maka harga 1300 (stlh include PPN Rp 130 dijual ke konsumen 1430) Indomaret setor sisa PPN di 30 perak aja. Nah Rp 100 nya itu kemana? Apa jadi profit Indomaret?‍
2024-12-26,@sonswsw @lucaxyzz @oianas_ Untuk transaksi di awal Indomaret tetap bayar PPN 10% yaa lewat Indofood? Di akhir tahun baru direimburse sama pemerintah. CMIIW
2024-12-26,efek domino kenaikab ppn12% hidup warga ri makin berat bisnis indofood terancsm boncos #TolakKenaikanPPN12Persen @prabowo @Gerindra https://t.co/xMP1kFB8tK
2024-12-26,[INVESTIGASI] Indofood Diduga Terlibat Kongsi Memasok Makanan Perang
2024-12-26,Gak sekalian ta bikin: [INVESTIGASI] Indofood Diduga Terlibat Kongsi Memasok Makanan (indomie) dalam Perang? 
2024-12-26,Adakah yang tahu perbedaan komposisi / rasa: 1. Indomie rasa ayam bawang. 2. Supermi rasa ayam bawang. 3. Sarimi rasa ayam bawang. Sepertinya itu semua produk Indofood kan?
2024-12-26,@detikcom Indomie asal Indonesia ditarik dari pasar Australia? Kok jadi penasaran semoga Indofood segera buka suara biar jelas ya.
2024-12-26,@DrEvaChaniago family business yg udah ngikutin jaman lebih tahan banting kayanya .. tdk seperti gambaran ronald .. bbrp contohnya bca indofood ultra dll .. mrk hire profesional untuk running bisnisnya perusahaan dibikin tbk .. keluarga hanya ditempatkan di jajaran komisaris
2024-12-26,@penempaan @lucaxyzz @oianas_ indomaret sudah membayar PPN Rp100 melalui indofood indofood setor Rp100 tersebut ke negara indomaret menerima PPN Rp130 dari konsumen indomaret hanya perlu menyetor Rp30 ke negara
2024-12-26,Auto Bisa Masak pakai Indofood Racik Bumbu Spesial. kali ini menunya RAWON guys... tau ga si klo b inggrisnya panjang bet: Spicy Beef in Block Nut Soup pdhl di Indo cukup disebut RAWON! wkwkwk aselik enak puooll https://t.co/jdrhH2V8kX https://t.co/XEbFCTPcGC
2024-12-27,@Iqbalhzh_ @nahgitudong @michilattee @tanyakanrl Tapi lays sendiri udah ga produksi lagi di indofood kak? Maxicorn enak tuh kalo duit lagi kejepit ga kebeli happytos belinya itu
2024-12-27,@BayiKelinci97 @nahgitudong @michilattee @tanyakanrl dulu indofood kerja sama dengan pepsico jadi indofood fritolay nah tahun 2021 indofood beli semua saham indofood fritolay. lisensi lays cheetos doritos punya pepsico jadinya indofood bikin chitato lite chiki twist dan maxicorn sebagai brand saingan. CMIIW
2024-12-27,Finally tasnya beneran bagus bgt. Ini mah fix ntr bawa tas Indomilk aja pas ngonser. Ini Indofood apa gak rugi yak.. dapetnya banyak bgt tasnya tebel juga https://t.co/M36BYDIf2w
2024-12-27,@momzchulo_ BCA Indofood itu perusahaan keluarga juga ‍️‍️‍️‍️
2024-12-27,Nih ya.. Cheetos puffs jadi chiki puffs Cheetos twist jadi chiki twist Lays jadi chitato lite Doritos jadi maxxicorn Semuanya jadi under indofood
2024-12-27,@gstytp bilang aja kebeli bri bca astra barito indofood
2024-12-27,@Taikunja Tadi aku nyobain pake saos indofood naha aneh
2024-12-27,@crioisanz @tanyakanrl Krna indofood udh ga kerjasama sama fritolay lg jd merk kaya cheetos lays doritoz impor bang
2024-12-27,@playpandya @crioisanz @tanyakanrl mungkin yg 8000 yg lokal chiki puff produk indofood
2024-12-27,@udefknowme @crioisanz @tanyakanrl ini import ka yg lokal ada chiki puff dari indofood
2024-12-28,@persib @Indomielovers @indofood A: skor imbang di duel terakhir di liga #BangkitkanSemangat Info nobar na Euy.
2024-12-28,@ahmadprinto gas lah 16 partai biar bisa beli indofood
2024-12-28,rispek berat ke tim indofood grup masih mau jalan campaign indomie x nyujins despite the chaos that happen 
2024-12-28,@persib @Indomielovers @indofood Indomie double pake telor berapa min?
2024-12-28,Kayanya dateng sampe kalian gumoh Takut tb2 jadi bintang iklan produk indofood wings group ato mayora aja
2024-12-28,@crioisanz @tanyakanrl iya kan karna brandnya udah hengkang dan dah gk kerja sama lgi sama indofood jadinya tu barang impor makanya mahal
2024-12-28,Lama lama bisa ngerasain jadi jcarats yang semua dirayakan... thank you indofood
2024-12-28,@detikcom Wah seriusan nih Indofood komentar soal Indomie yang ditarik dari pasar Australia? Kira-kira kenapa ya?
2024-12-28,@madepermana87 @blueleaf2002 @tanyakanrl denger2 sih karna masa perjanjian lisensi IFL (indofood fritolay) dan PepsiCo (yg memproduksi lays doritos dan cheetos) udah selesai kak.
2024-12-28,Enaknya pacaran... Yg lain cuma bumbu tabur indofood
2024-12-29,@strwbrycpc @worksfess Kak indofood open intern ga kak? jurusan logistiknya gitu
2024-12-29,@YUJINNrelax Indofood mah banyak macemnya
2024-12-29,@CHURANrelax indofood juga enak
2024-12-29,ya allah chitato km mahal tp isimu ga ada stengahnya pisan @indofood https://t.co/m1XhZdOBvp
2024-12-29,@journeysiaa sumpah ya i thought it was from new zealand or something until indofood kecap manis huhu pas liat sekali lagi ini kayaknya lombok ya huhu
2024-12-29,@aaaannnnngggggg @indofood Halo Kak mohon maaf atas ketidaknyamanannya ya. Yuk kita cari bareng-bareng yang hilang di DM. Mohon bisa mengirimkan foto di atas sekalian foto kode produksi dan tanggal kadaluarsa produk tersebut ya. Terima kasih 
2024-12-29,Lowongan Kerja PT Indofood untuk Lulusan SMA Ini Syaratnya https://t.co/5FSX8ClCgj
2024-12-30,@strwbrycpc @worksfess Sorry buat yg mau join kindly reminder set expectation ya. Buat yg mau sekedar cari pengalaman dan mengharapkan upah sesuai UMR bisa banget join tapi buat yang mungkin melihat apapun berbau Indofood pasti enak itu salah. Karena di Indofood yang enak itu di HO dan Noddle aja.
2024-12-30,@jxhun_mag Hai GaeZ kami tidak bisa mengirim DM karena pengaturan khusus pada akun Lo. Silahkan kirim pertanyaan Lo ke DM atau via WhatsApp Indofood di 0889 1122 888 ya. Terima kasih 
2024-12-30,@strwbrycpc @worksfess Aku berulang kali apply di indofood tuh gapernah bisa kak krn aku d4. Sedangkan kualifikasinya S1. Emang kudu S1 gt ya kak gabisa d4? :((
2024-12-31,Halo @indofood Bagaimana dengan Surat Penerapan ini?
2024-12-31,udah telat gasi bangsat lu liat tu pt indofood/wings udh rilis surat perihal biaya naik krna tarif ppn naik 12%. kontol banget lu sri mulyani gaada yg bakal mikir klo lu itu pahlawan melainkan tukang pungli liar pukimak
2024-12-31,Makan kalo ga pedes kurang nikmat jadi aku kasih sambal indofood. Btw ini sambelnya enak banget pedes tapi menurut aku kurang pedes https://t.co/eRs5dhQQc3
2024-12-31,@salsabilasaal @narul_hidayat @kumparan Wings kan bukan Tbk. Liat ini indofood Tbk pasti ada keterbukaan publik. Bisa download dr web. Ini ss tadi sore ya sebelum smi update tidak naik. https://t.co/h4JRBlS7r8
2024-12-31,@siskaapmw kurang tau ya beb tp pasti ada donasi dr pihak indofood juga si
2024-12-31,@bluercles Aku gatau ya kak kalau mng kemarin. Soalnya gak ngikutin.. tapi cmiw kayaknya kalau mng kemarin kan media partnernya banyak ya. Jadi kek dari donasi 17caratina + dari indofood juga keknya. Beda kalau acara pakek brand dan pakek promotor seperti konser biasa kak
2024-12-31,Tahun baru kerjaan baru? Gas! Berikut informasi lowongan kerja untuk lulusan SMA di PT Indofood. Ini dia posisi yang tersedia. Via @detik_edu https://t.co/p4bejqVD4l
2024-12-31,@detikcom Kok bisa gitu sih padahal Indomie kan asli dari Indonesia. Jadi penasaran deh dengan penjelasan Indofood.
2024-12-31,@Ardhanaris49195 @adirflai @convomf Rendang mah skrg ada bumbu basahnya kak jadi gampang tinggal tambah santan dan dagingnya doang. Aku masak yg merk indofood untuk rendang beh enak banget
2024-12-31,@indomilkyourway Sebelum fancam momen service dari crew Indofood oke banget bener2 ramah dan jempol banget treatment nya ke carats dan member svt banyak spot foto jg Fancam favorit aku pas wonu scoups sama bonon jualan indomilk dan chitato di warung tq indofood ️ #WaveHereOn17Dec https://t.co/95uWmA4Xo6
2024-12-31,Hal ini dapat menekan kinerja emiten di sektor konsumer seperti Unilever (UNVR) dan Indofood (ICBP) yang merupakan kontributor besar pada IHSG. Selain itu kenaikan PPN juga dapat mendorong inflasi lebih tinggi.
2024-12-31,@natashastep09 Dari indofood tower naik mrt setiabudiastra ( tarif khusus 1 rupiah ) ke bundaran hi turun stasiun mrt bundaran hi jalan keluar ke bus stop plaza indonesia naik bus 1N️senen turun gambir 1 tinggal jalan ke stasiun gambir
2024-12-31,@sbyfess indofood enaaa finna juga enak si
2024-12-31,@PT_Transjakarta Halo min kalau dari Indofood Tower mau ke Stasiun Gambir naik rute apa ya?
2024-12-31,@sbyfess fina atau indofood nder
2024-12-31,@detikcom Wah Indofood buka suara juga ya. Penasaran deh gimana penjelasannya.
2024-12-31,*Sedang kecanduan Chiki Balls dari Indofood* https://t.co/8jE8ZmYqHv
2025-01-01,Menurut gw keknya perlu deh @indofood_cbp untuk bikin kemasan minyak saos dan kecap di indomie goreng itu mudah untuk disobek semua tanpa gunting. Repot bener kalo ga ada gunting/pisau musti sobekin satu-satu dan sudah pasti bececeran dah.
2025-01-01,Bumbu olesan bebakaran satu untuk semua: Saus bangkok (indofood) Saus tomat Saus pedes (del monte) Saus bbq Kecap Garem Lada Mentega Note: kalau mau lebih berasa asem2 khas bbq bisa tambahin air asam jawa. Ayam harus diungkep ikan harus dimarinasi sebelumnya. https://t.co/R1JFTQumGv
2025-01-01,waduh sambal bangkok indofood enak bgt dah GUA KETAGIHAN
2025-01-01,Selamat tahun baru Bobotoh! Apa aja nih kegiatan kalian di awal tahun 2025? Apapun kegiatannya selalu isi dengan hal-hal yang positif ya. Mari kita sambut tahun baru dengan semangat yang baru! Makin semangat dukung Pangeran Biru bersama @indofood #IndofoodxPERSIB #PERSIB https://t.co/5aImgfyfQB
2025-01-01,@noichil Kayaknya sudah beda sama Anak Mas yg dulu. Yang dulu produknya indofood kalo ga salah..
2025-01-01,@anaqbaiqqqqqqq @kamu_ajadeh yang penting ada indonya Indofood
2025-01-01,@indofood Didalem serat mienya bukan di kuah/mienya 
2025-01-01,@indofood Iiiii ini gimana didalem mie nya ada rambut?? ihh jijikk Variasi rasa indomie soto https://t.co/j2WGw24ErJ
2025-01-01,@tanyarlfes Takut bgt ni anjing kalo leewat indofood huhu kadang pagi sore suka ada: 
2025-01-01,@mychitato Semoga Indofood pake SEVENTEEN untuk produk yang lain Member suka banget sama Indomie. Yuk bisa yuk
2025-01-01,Pemberitaan semalam kenaikan PPN 12% hanya untuk barang sangat. Mewah. @IndomarcoP27487 @Ultrajaya @mardia_sugito @heinzabc_ID @indofood apakah akan membatalkan surat edaran dan pengumuman penyesuaian harga? @ https://t.co/Am2Q7L65PF
2025-01-01,@kompascom Susu ultra jg barang sangat mewah kah? Kami warung kecil hebat banget bisa jual barang mewah.. Indofood dan Mayora jg sdh pengumuman naik.. Malah Indomie dan minyak kita kurang beredar di pasaran https://t.co/lV90Sj00XR
2025-01-01,Ga kebayang kalau di dunia ini ga ada bumbu2 instant indofood dan bamboe 
2025-01-01,Lowongan kerja PT. Indofood CBP Sukses Makmur 2025 Info Persyaratan dan cara melamar klik link dibawah https://t.co/ZT9vJVAJ5W
2025-01-01,Lowongan Kerja Cikarang PT Indofood Sukses Makmur Januari 2025 Terbaru Posisi : Operator https://t.co/i4OYZ6nq4f https://t.co/VTnaQn3NSo
2025-01-01,@indofood Gimana mau boycott ABC klo gini? Ahh mana mereka ada sambal terasi saus kacang sama kecap Inggris yg jarang di supermarket
2025-01-01,@indofood Mau di suhu ruangan atau kulkas sama aja Oh iya agak berbuih juga
2025-01-01,Kecap asin indofood gak se awet kecap asin ABC Ini kenapa woi @indofood Gak tau nyimpennya harus gmn Pas dibuka kek ada gas gtu dan rasanya udah gak enak Padahal expire date masih lama
2025-01-01,@barengwarga Kata temen w yang kerja di distributor Indofood semua barang sudah disetting PPN 12% per tanggal 1 Januari 2025 jangan lengah pagi ini cek harga barang di Alfamart/Indomaret kalo harganya naik fix PPN jadi 12% all produk
2025-01-02,@misntletoe Telur rebus enakk pake saos indofood pedas manis.
2025-01-02,mending tutup bni city lah daripada karet esensi bni city aja gue bingung itu stasiun sebrangan doang sama sudirman bjir perkara cuma buat tempat berhenti kereta bandara doang kalo mau nyebrang masih bisa depan indofood trus itu bni city - karet tuh jauh ya busetttt
2025-01-02,@dnhcan Hai Kak kami tidak bisa mengirim DM karena pengaturan khusus pada akun kamu. Silahkan kirim pertanyaan kamu ke DM kami atau via WhatsApp Indofood di 0889 1122 888 ya 
2025-01-02,Deretan Saham Paling Banyak Diborong Asing : Ada INDF - EXCL! https://t.co/U4NNGXz9mM
2025-01-02,Apa saja 5 saham dividen tersebut? kamu bisa baca selengkapnya di sini: https://t.co/iSyAW8FeKP $IPCC $MPMX $POWR $ASII $INDF
2025-01-02,@PSSleman @indofood Tahun Baru urusan FIFA Clear. Pemain Baru Diumum ke. Pemain e sing Jelas. Iku Baru Tahun Baru yang Bagus. 
2025-01-02,@PSSleman @indofood Tahun baru sanksi dari FIFA masih berlaku 
2025-01-02,@worksfess Mau nyobain loker ini di Indofood? Dilihat infonya dulu di sini sebelum meluncur apply. https://t.co/3Mz8pwI5tX
2025-01-02,@JatiPrasetya8 @PSSleman @indofood Macak picek ro mbudeg og 
2025-01-02,@PSSleman @indofood Selamat dibanned
2025-01-02,@PSSleman @indofood Kim ro Milla ra mbok evaluasi po man @PSSleman kontrake ?
2025-01-02,@PSSleman @indofood Nunggu FIFA baned beres sama pemain baru mu man
2025-01-02,@PSSleman @indofood suarane suportermu i mbok di rungoke po pie Mosok suportermu tekon ra tau di jawab.
2025-01-02,@PSSleman @indofood Selamat tahun Baru pss Sleman ban FIFA gek dirampungke nooo buos
2025-01-02,@PSSleman @indofood Ban fifamu diurusi lek
2025-01-02,@PSSleman @indofood iki pye ndang diurus @PSSleman https://t.co/WV2syGK2GF
2025-01-02,@PSSleman @indofood gek dirampungke bloggg
2025-01-02,@PSSleman @indofood FIFA MU I LHOOOO
2025-01-02,@PSSleman @indofood Ngenteni pemain anyar
2025-01-02,@PSSleman @indofood Harapannya semoga FIFA Bans rampung besok
2025-01-03,@aigoaigu Suami ku kerja di pt indofood pas aku abis nyobain mie ini sampe aku tanya yang indofood ga rugi apa ko bisa bikin mie seenak ini mana minyak wijen rumput laut mayan harganya saking ga percayanya kalo ada mie murah tapi enak bgt. Diluar nalar njir
2025-01-03,@profesor_saham INDF sama BBRI aja lah dulu mau ambil judul skripsi ini gak jadi soalnya 
2025-01-03,Indofood mandiri ADES wkwkkw dulu beli ADES kaget dapat untung 100% dan langsung ku jual karena kepaksa buat bayar kuliah S1 dulu 
2025-01-03,@roe_endog @vincentstefs Waah baruu tauu kak. Coba pake kikkoman aja kak. Kalo kaya abc/indofood juga bisa. Cair kok teksturnya.
2025-01-03,@indofood ku lampirkan fotonyaah. Tapi mie nya dah di dalem perutt https://t.co/mNf2rdXQoS
2025-01-03,@indofood Sedih banget min..dari pagi sampai siang belom makan kerjaan gak beres-beres. Ngide kayanya enak indomie rebus pake telor. Telor udah direbus tuh aku buka bungkus nya gak ada bumbu dong ku coba pakai royco gak enak. Dahlah sedih banget
2025-01-03,Eh ada indomie gitu kata anak2 bocil yg lagi sarapan pagi di satu hotel berbintang di jogja @indofood https://t.co/L9kv0LdCo6
2025-01-03,@Unilever @Indomaret @KemnakerRI @DPR_RI @indofood Dulu suami kerja luar negri ada namanya work buddy menjaga staff di masa probation 1 Minggu. Kalau staff sering baru 1-2 hari keluar bjsa di track siapa atasannya. Karena sulit mencari karyawan dan perlu waktu.#Workenvironment. https://t.co/8Y9jlDgmsE
2025-01-04,@coupsistt Saham indofood
2025-01-04,@outrotearc kita gapernah tau kl damkar ternyata anak yg punya indofood? bisa aja dy kerja ikutin passion? memacu adrenalin kebut kebutan dimobil damkar? we never know
2025-01-04,Lowongan Kerja Terbaru PT Indofood CBP Sukses Makmur Tbk Januari 2025 Posisi jabatan kualifikasi penempatan dan cara pendaftaran lihat disini : https://t.co/10R5XTdTSk Yuk share supaya info ini lebih bermanfaat 
2025-01-04, Lolos MT Mayora Dapet Panggilan MT Astra MT Deli MT Garudafood MT Indofood MT Pharos MT Deli MT Bluebird MT Danone 
2025-01-04,@ectararin24 Sumpahh printilan mng indofood kemarin emg buat carat bgt dan aku blm ada kesempatan dapet wish me luck ka
2025-01-04,@vinofebryanto99 @ARSIPAJA sertifikat tanah bukti ahli waris akta kematian leluhur ttd RT/RW surat jalan resmi PT indofood bukti fucksin materai 10 ribu SKCK dll.
2025-01-04,Ujian bagi Raja Mi Instan Indofood CBP (ICBP) https://t.co/g375nlLu4h #InvestorDaily #investasi #Saham
2025-01-04,@si6mafemale mgkn memang seorang food tester di indofood
2025-01-04,@nobodyelseeyups Hai GaeZ kami tidak bisa mengirim DM karena pengaturan khusus pada akun Lo. Silahkan kirim pertanyaan Lo ke DM atau via WhatsApp Indofood di 0889 1122 888 ya. Terima kasih 
2025-01-04,@worksfess sebenernya ada banyak kak astra indofood nippon bahkan perusahaan big 4 juga bbrp ada yg bukaan loker
2025-01-04,Jelajahi Loker Terbaru PT Indofood Tangerang! Posisi Magang hingga Section Head untuk Lulusan SMA D3 dan S1 https://t.co/vzQiZx1O5M
2025-01-04,Jelajahi Loker Terbaru PT Indofood Tangerang! Posisi Magang hingga Section Head untuk Lulusan SMA D3 dan S1 https://t.co/vzQiZx1O5M
2025-01-04,Karir Bagian Produksi PT Indofood: Estimasi Gaji Semua Posisi dan Persyaratan Lowongan https://t.co/i3EYJMP7h7
